"Id","Predicted"
3,0.00481592445373535
15,0.00483273582458496
19,0.00483814010620117
21,0.00484514427185059
26,0.00484557113647461
30,0.00485739288330078
34,0.00486678352355957
35,0.00485225601196289
37,0.00485888824462891
38,0.00487478408813477
42,0.00485653190612793
46,0.00487337188720703
47,0.00487790145874023
48,0.00483518142700195
56,0.00486914710998535
63,0.00489967613220215
66,0.00490508918762207
69,0.00488617858886719
73,0.00490309333801269
78,0.00489140472412109
81,0.00491887054443359
82,0.00492645454406738
90,0.00493205375671387
95,0.00490954093933105
98,0.00494010276794434
107,0.00489991760253906
108,0.00495210266113281
114,0.00493503875732422
119,0.00465481834411621
125,0.0049626838684082
128,0.00496892852783203
130,0.00497302169799805
141,0.00498037490844727
142,0.00497292251586914
145,0.00498512802124023
148,0.00497895736694336
153,0.00498767471313477
162,0.0049847053527832
166,0.00498010635375977
169,0.2397255859375
172,0.00500119972229004
174,0.00500269165039063
180,0.00500517158508301
183,0.00498666801452637
184,0.00500423049926758
186,0.00484446449279785
193,0.00499163284301758
195,0.00497398452758789
199,0.00492585296630859
200,0.00497766952514648
202,0.00488545951843262
209,0.00501637573242187
225,0.00488881225585937
230,0.00381459999084473
239,0.234448168945313
242,0.00502669830322266
248,0.00502581291198731
250,0.00501848068237305
254,0.0050237850189209
256,0.00500120239257812
257,0.00501858024597168
259,0.00501638336181641
265,0.0050270751953125
266,0.00494862670898437
269,0.00500240821838379
275,0.00502417144775391
290,0.00503416938781738
291,0.00502836532592773
292,0.00502587051391602
293,0.00503400573730469
298,0.00503112182617188
303,0.00503578147888184
304,0.00500499038696289
310,0.00504070892333984
313,0.00502135314941406
314,0.00504036026000977
315,0.00504110221862793
316,0.00503490257263184
325,0.00503838653564453
328,0.00504052772521973
329,0.00504474639892578
330,0.00501572380065918
331,0.00502736015319824
338,0.00503486442565918
344,0.00504411926269531
346,0.00503887481689453
347,0.00498545532226563
356,0.00503983955383301
358,0.00504296340942383
363,0.00503593444824219
365,0.005072412109375
370,0.00503811149597168
379,0.00503671340942383
380,0.00503879776000977
390,0.00503120079040527
392,0.00503204078674316
394,0.00500598640441894
397,0.00503226318359375
409,0.00502459297180176
411,0.00501752281188965
412,0.00501813278198242
413,0.00501588554382324
415,0.00501606712341309
416,0.00502045669555664
424,0.00501336822509766
429,0.00501048011779785
430,0.0050140754699707
441,0.00499471282958984
442,0.193726171875
456,0.00494639587402344
457,0.00495129470825195
458,0.00494667739868164
462,0.00493637351989746
463,0.00493200531005859
473,0.00489895324707031
482,0.00488007583618164
487,0.00487043380737305
498,0.00484642295837402
502,0.00483463668823242
505,0.00482973403930664
509,0.00482091674804688
511,0.00476646728515625
512,0.00481435699462891
513,0.00481197242736816
517,0.00480650482177734
518,0.00480090560913086
520,0.00479707298278809
