"Id","Predicted"
3,0.201196368557893
15,0.193601796427525
19,0.243097097934834
21,0.582771415475467
26,0.264829355532749
30,0.250648452885504
34,0.646212792908315
35,0.18709459936296
37,0.240214043282581
38,0.514999584576378
42,0.352670191029874
46,0.365906094919423
47,0.682828259467805
48,0.183711017084007
56,0.217817085037605
63,0.338368371269557
66,0.293772679349212
69,0.385516521908068
73,0.681777318677187
78,0.154512909180291
81,0.271513379354045
82,0.383066423660462
90,0.404651739596045
95,0.368331523250211
98,0.332536103531663
107,0.210884852762651
108,0.53049901487416
114,0.177278031221491
119,0.0890494378818076
125,0.251002746882711
128,0.32676156566375
130,0.338337874943692
141,0.388072641824715
142,0.326638287970838
145,0.401366376735693
148,0.188457330530274
153,0.22465036752487
162,0.324314850070693
166,0.222967144255609
169,0.248591844279826
172,0.334658041603563
174,0.3787302904274
180,0.293197788936042
183,0.506624871869962
184,0.459907486325511
186,0.123658379579475
193,0.226350747865955
195,0.243771845708493
199,0.206669598728951
200,0.294797995735793
202,0.27200234886559
209,0.387033342599177
225,0.148607716187551
230,0.195543799941385
239,0.246695385630449
242,0.444783007644707
248,0.249947373296743
250,0.278357578994671
254,0.437692530571474
256,0.242076215902267
257,0.274618586350763
259,0.469438574299844
265,0.655904158411476
266,0.216705620000219
269,0.13666676371465
275,0.221646486511278
290,0.444771927808577
291,0.356516661955895
292,0.311290811343916
293,0.284869958458734
298,0.158601139435741
303,0.272224314582912
304,0.20757377870768
310,0.470498154413184
313,0.170219824262087
314,0.413863176888485
315,0.345090418807586
316,0.229415049350937
325,0.300066370362545
328,0.396257572861239
329,0.589312981302457
330,0.289212328424674
331,0.571492195204436
338,0.244123062964218
344,0.448993133369331
346,0.187614633157883
347,0.243727523608766
356,0.331593478463204
358,0.407055217813531
363,0.334713390921299
365,0.234322033869872
370,0.244545246078641
379,0.497064096052219
380,0.616014814981237
390,0.70996458214361
392,0.26757810282544
394,0.21097327557781
397,0.588951460753469
409,0.249749071516031
411,0.259884460937458
412,0.171776580813799
413,0.30120181163847
415,0.261010587073784
416,0.29435735064307
424,0.438508555887987
429,0.323224266734231
430,0.6865971210722
441,0.528450304553693
442,0.284117924827548
456,0.181891845105065
457,0.288835973557905
458,0.279556875741443
462,0.626679743390329
463,0.250657588160881
473,0.29533884214235
482,0.177772460439277
487,0.248208761966898
498,0.278313608745863
502,0.211959613525195
505,0.357811567517592
509,0.304879269001299
511,0.213099002112931
512,0.222684254372415
513,0.446688184278096
517,0.392569406827935
518,0.538479107863584
520,0.515125478973131
522,0.331754352775969
524,0.163703581086131
530,0.363502698215394
531,0.402326598379561
535,0.222034744563488
549,0.339523922601652
550,0.574393431549868
553,0.555529340750674
554,0.233009208345938
564,0.234347229405435
577,0.384671351896147
578,0.153822107561152
581,0.333485666030345
586,0.438563070671055
590,0.186957675454166
592,0.230956448154951
597,0.562247180950536
598,0.283291826089435
600,0.226205886277858
601,0.584185776906698
603,0.6692996619184
605,0.393851555518166
612,0.419557226404323
616,0.2807341461761
618,0.220142435896416
619,0.283137377617202
620,0.0676787284130878
622,0.359469214657016
623,0.200530737943532
624,0.22865716991792
627,0.375458979871965
632,0.266344974028039
