"Id","Predicted"
3,0.202170543171887
15,0.192862858881929
19,0.241055251592099
21,0.580605588057301
26,0.260016486842372
30,0.251756038865631
34,0.64837571368904
35,0.188613119176196
37,0.237546204275868
38,0.514383773948235
42,0.353207955493545
46,0.363744261850361
47,0.679717714888496
48,0.179076819212338
56,0.220695436270564
63,0.337429596822716
66,0.295373332379927
69,0.387290619182091
73,0.673254385290571
78,0.156323807167925
81,0.271828605247976
82,0.385051775612903
90,0.402394837491728
95,0.369330648218078
98,0.337870759981224
107,0.21430201655929
108,0.53738062888176
114,0.177638879235816
119,0.0815906132661643
125,0.252361474761092
128,0.327878272863021
130,0.338494554029465
141,0.391774326146472
142,0.320304174885044
145,0.405431010350092
148,0.187108591472541
153,0.229577385363197
162,0.320612297998875
166,0.219652590934953
169,0.244976064253117
172,0.337577515214959
174,0.378845093949498
180,0.290560897117709
183,0.500651344004782
184,0.462144690159964
186,0.126046269530707
193,0.228129801003955
195,0.238819518937939
199,0.202634825137884
200,0.292254420776098
202,0.274213346550705
209,0.387894653012057
225,0.14291406177787
230,0.191637354104475
239,0.252690070348227
242,0.447412961378262
248,0.250380609517149
250,0.276738665087937
254,0.443256584752267
256,0.239162972971229
257,0.279536034580353
259,0.473781232805603
265,0.652918442693608
266,0.215751833803018
269,0.132635518725295
275,0.226464879911148
290,0.444834169680669
291,0.350985619372086
292,0.307328186209875
293,0.283224011685356
298,0.155030977638483
303,0.268687564998367
304,0.203042981951752
310,0.47243872201752
313,0.175807360157105
314,0.417123735541972
315,0.345537161985539
316,0.22608687187392
325,0.299386939647339
328,0.404800634946296
329,0.593465733700285
330,0.293862609113917
331,0.563973492036195
338,0.240989874104478
344,0.452763046856292
346,0.18873616067874
347,0.239434604953198
356,0.334754055234405
358,0.408410653030569
363,0.335956013109624
365,0.238780037437737
370,0.243924276583052
379,0.491521225384556
380,0.622535660313311
390,0.705211672127211
392,0.269615348515666
394,0.209855099202147
397,0.598472533893727
409,0.249667850731561
411,0.262440138669541
412,0.171883194528621
413,0.295774213077093
415,0.257987370254897
416,0.292537354227132
424,0.43977689903154
429,0.319555272015238
430,0.692233393428569
441,0.530449712017558
442,0.284076274347878
456,0.18292517636011
457,0.289480496873533
458,0.283192064728067
462,0.623229903767503
463,0.24570216390037
473,0.294633179507961
482,0.181677485275126
487,0.245150625083402
498,0.274204789589165
502,0.207905154650225
505,0.357408774836628
509,0.312814727764981
511,0.210218450419442
512,0.221808925188549
513,0.447940591103551
517,0.395047204499539
518,0.544788297255577
520,0.517285101054739
522,0.332257284974168
524,0.159399577814341
530,0.35850351506271
531,0.4045871171372
535,0.216486992822271
549,0.342663641008538
550,0.572512804733988
553,0.546090477528152
554,0.228023568184362
564,0.230589536240885
577,0.391558363992805
578,0.154163234154908
581,0.334926499374388
586,0.44144101206858
590,0.184230016771596
592,0.237117354306748
597,0.564245172755279
598,0.277548167929334
600,0.226112739417385
601,0.577673109186569
603,0.666311970536327
605,0.392739711965938
612,0.422182045250005
616,0.27832142799209
618,0.218998471913091
619,0.292041846294584
620,0.0671471885268667
622,0.364639197285905
623,0.203509426349712
624,0.233802784717869
627,0.374324173922399
632,0.264610525509567
635,0.271750500593455
638,0.422068198065555
643,0.164416569118413
647,0.375146653380468
650,0.234070080534476
669,0.17589205417088
673,0.242420243866284
675,0.252839718858165
676,0.237423796750514
679,0.276774111011261
680,0.281949661352987
683,0.213763605717134
685,0.55552787419145
690,0.613367837880633
703,0.405588079357237
704,0.597646668336635
708,0.192751300232816
710,0.228161838231263
713,0.325459396328602
714,0.268321152291602
715,0.237104070573312
718,0.140574261061674
719,0.431821791002727
721,0.255131669344491
725,0.374036735023644
728,0.282242923955201
733,0.464552938922777
740,0.481550298937881
744,0.256456689015655
745,0.359704018874706
748,0.433410666075673
754,0.476940865153411
757,0.161017828793288
759,0.492234294370427
765,0.0904802853373222
766,0.187340384857697
775,0.595023216653378
779,0.266887022520276
780,0.268660160754694
789,0.351213000820731
790,0.459365664668715
796,0.579913814749996
801,0.303019904610439
803,0.310300713883037
806,0.191241057997349
807,0.330983247979344
812,0.291190463819163
817,0.15693912189314
824,0.351422830451458
830,0.452244420726585
833,0.197311833531318
835,0.209346508749177
838,0.337055370989057
853,0.207966730463862
856,0.484935247736978
859,0.16418498994911
867,0.24073053737589
869,0.425729288397856
873,0.224969230389617
881,0.383636673899031
883,0.332912407646528
889,0.268859267817642
890,0.46695980118677
894,0.15817702492614
897,0.61939693114164
900,0.167912991670461
902,0.31654451545025
904,0.341407276995428
905,0.519089750300511
911,0.622326409598762
912,0.160026357913529
914,0.280719594098588
924,0.253338955768397
929,0.467642069717196
932,0.587165992215706
943,0.219173988493281
948,0.455133120383296
949,0.205452864283313
951,0.22372865179453
952,0.5794204831736
953,0.6666204443734
959,0.2284618184431
960,0.417128526926234
963,0.278054191510317
968,0.621846766267395
970,0.214132802418782
978,0.36365697278082
979,0.847412524661955
992,0.220530685585428
994,0.396289805816825
1000,0.244555661322307
1007,0.293590045223228
1010,0.251046809265489
1019,0.71993317175038
1022,0.0881535120594735
1025,0.274162835570163
1026,0.721241475862622
1031,0.642421463568531
1036,0.393816732412077
1037,0.432187585322415
1040,0.262545552916951
1041,0.446618704761168
1047,0.331739899569604
1048,0.329833163707675
1049,0.159109555611035
1050,0.214714555473733
1057,0.791385150066823
1063,0.552311970183317
1081,0.310975518625525
1088,0.312763728272311
1089,0.409822022190832
1091,0.218700051351307
1100,0.24482676460929
1102,0.290478494046633
1103,0.153154763479815
1105,0.423957071148036
1107,0.551694823550263
1109,0.558415952502638
1110,0.381328026510083
1111,0.190808920884149
1115,0.249599718291587
1119,0.295989416395971
1121,0.378424355286103
1124,0.291595778742136
1129,0.537493272485717
1130,0.472067941618797
1151,0.204813415465572
1152,0.652156873698318
1154,0.412932594409649
1158,0.610880769522848
1159,0.281794920084768
1163,0.563606363742132
1177,0.115242879037686
1192,0.438697033314838
1195,0.247857779881378
1196,0.12851863690414
1204,0.315776157080562
1209,0.21259659710795
1215,0.410574256191038
1217,0.29846612963288
1222,0.37518156165806
1224,0.39174656075002
1234,0.377618280581082
1243,0.218263063817853
1251,0.187644470848529
1252,0.303436915459031
1253,0.46518801588514
1263,0.122316909267371
1264,0.505052452347967
