"vote","male","age0","age18","age25","age35","age45","age55","age60","age85","white","black","indCher","indChip","indNava","indSiou","indOther","indian","chin","fil","jap","kor","viet","asianOther","hawaii","raceOther","twoBlack","twoNative","twoAsian","twoBlackNative","twoOther","noHigh","someCollege","bachelorsOrHigher","dem"
0.409079332739081,0.489918926949361,0.200050935948045,0.253618574642387,0.124029033490386,0.0986883993378327,0.0906659875206927,0.0533341822658008,0.160278449849314,0.019334436945541,0.543804915318986,0.402669892610043,0.000445689545396664,0,0,0,0.000742815908994439,0.0023345642854111,0.00621843032386774,0.000912602402478883,0.00103994227259222,0,0.00375652616834331,0.00133706863618999,2.12233116855554e-05,0.0203956025298188,0.00507237149284774,0.00511481811621885,0.00120972876607666,0.000764039220679995,0.00415976909036886,0.097580388411334,0.388358272312427,0.269871590788496,0.392166018
0.386611715868536,0.506293956905434,0.268796010094223,0.0888769430632083,0.13280771700339,0.129537547223342,0.115934238229629,0.0601920291478147,0.18735534351715,0.0165001717212442,0.875195986202571,0.0165151040033448,0.000955666054443101,0,0,0,0.00111992115755051,0.00120951485015455,0.00153802505636936,0.00215024862249698,0.000149322821006734,0.00255342023921516,0.000104525974704714,0.000955666054443101,0.00106019202914781,0.027206617987427,0.010377936059968,0.0033746957547522,0.00362854455046365,0.000104525974704714,0.0518000866072362,0.185345531775854,0.322373795131514,0.14446168926646,0.3471477
0.49933193591488,0.471493889358781,0.229826303337869,0.0875715564054475,0.120386373944275,0.114024442564876,0.127397982323882,0.0681547947388421,0.232645656357641,0.0199928903271675,0.49917258117898,0.397945549712549,0.000735483396462325,7.35483396462325e-05,0,0,0.00410644896358131,0.00175290209490187,0.000723225339854619,0.000343225585015752,0.000478064207700511,0.000563870603954449,0.000527096434131333,0.00193677294401746,0,0.0604077029627723,0.010443864229765,0.00205935351009451,0.00707289866264602,0.00169161181186335,0.00996580002206451,0.191898774470794,0.293028807894318,0.187394556740411,0.5094882
0.590569656267343,0.489392268298337,0.214202418000829,0.0803588363810073,0.145884410849391,0.134904354789988,0.12172196502961,0.0630773661915433,0.221557580313174,0.0182930684444569,0.795411277915546,0.0300177732193412,0.00030909946680342,0.000165087215224554,5.61999030551672e-05,0.000593611476020204,0.0105023568834344,0.002834582610345,0.00622413926335977,0.0134528517938307,0.00279243268305362,0.0110994808533955,0.0101194950438711,0.0109414186260529,0.00898847199488581,0.0189007298962409,0.0155849356159861,0.0139305509697996,0.0201371277634546,0.000396911815327119,0.0275414649909729,0.0690342623427128,0.369340455490244,0.329553226202981,0.5745893
0.42859348463795,0.447583757912614,0.206577119036591,0.173073953991045,0.113169677319747,0.0813648293963255,0.133703875250888,0.041994750656168,0.228809634089856,0.0213061602593793,0.884514435695538,0.0600586691369461,0,0,0,0,0.00108074725953373,0,0,0,0,0,0.00355102670989656,0,0.00308784931295353,0.00833719314497453,0.00231588698471515,0.0331943801142504,0.000926354793886058,0,0.00293345684730585,0.164039696438996,0.366608289550496,0.158007394434715,0.2971902
0.396859468083885,0.489135550224406,0.254789425957598,0.087133690698929,0.129259977731608,0.119767214958849,0.123681401301668,0.0652785270721657,0.201299372123188,0.0187903901559935,0.774389054052503,0.151448019375796,0.000183656837199692,0,0,0,0.00291555229054512,0.00345504424981921,0.00126264075574789,0.00375348661026871,0.000241049598824596,0.000103306970924827,0.0014922118022475,0.000803498662748654,5.73927616249039e-05,0.0277780966264535,0.00392566489514342,0.00539491959274096,0.000436184988349269,0.000160699732549731,0.0221995201965128,0.160731339145436,0.350127845722559,0.167354671759958,0.2644473
0.580986666666667,0.493393333333333,0.213646666666667,0.0787333333333332,0.11772,0.116586666666667,0.138073333333333,0.0806933333333333,0.232673333333333,0.0218733333333333,0.93608,0.0241333333333333,0,0.00102,0,0,0.00185333333333333,0.001,0.00101333333333333,0.00092,0.00024,0.00104,0.00028,0.000686666666666667,1.33333333333333e-05,0.00581333333333333,0.00961333333333333,0.00559333333333333,0.00406666666666667,8e-05,0.00655333333333333,0.0919349232321348,0.373496223071902,0.195001398862259,0.3783793
0.434435616634457,0.493701238279293,0.229010092334121,0.074869372271133,0.1159544771312,0.120320664233054,0.139646410421588,0.0811681339918402,0.226182807243576,0.0128480423734879,0.977274354019039,0.00064419153961778,0.000357884188676544,0,0,0,0,0,0.000787345215088397,0.000214730513205927,0,0.00236203564526519,0,7.15768377353089e-05,0,0.00239782406413285,0.00622718488297187,0.00533247441128051,0.00103786414716198,0,0.00329253453582421,0.151743025576753,0.307431648331244,0.117903727428863,0.2293434
0.408044640781214,0.483907396950875,0.170857275716611,0.226093599495134,0.116550968213372,0.0982827913774205,0.0929019829275584,0.0585910253429435,0.201713887135882,0.0350084697910785,0.893712425681735,0.0489919287873252,0.000232504068821204,0,0,0,0.000830371674361444,0.0081044275417677,0.00315541236257349,0.00468329624339855,0,0.00401899890390939,0,0.00332148669744578,0,0.00484937057827083,0.0137177400604511,0.00441757730760288,0.00441757730760288,3.32148669744578e-05,0.00551366791775999,0.0539999198814245,0.424908865120378,0.252774105676401,0.4063492
0.345679012345679,0.502767134951043,0.28497232865049,0.0876117496807152,0.133673903788846,0.136994465730098,0.108556832694764,0.0555129842486164,0.178544061302682,0.0141336739037888,0.854235845040443,0.0482758620689655,0.00306513409961686,0.00297999148573861,0.00127713920817369,0,0.00723712217965092,0,0.00349084716900809,0.000681140911025969,0,0,0.00127713920817369,0,0,0.0473392933163048,0.00127713920817369,0.00391656023839932,0.000595998297147722,0,0.0243507875691784,0.210883543700881,0.297809002143367,0.107763753274589,0.1881773
0.437505015112205,0.509348169149704,0.247144729451414,0.0843608741006234,0.134886457859684,0.123920079171905,0.126461069355658,0.070051087276326,0.199721828443042,0.0134538743413486,0.83210741701661,0.127209992778238,0.000106989060368577,0,0,0,0.00219327573755583,0,0.000508198036750742,0.00363762805253163,0.000401208976382165,0.000481450771658598,0.000508198036750742,0.000427956241474309,0.000106989060368577,0.00363762805253163,0.00609837644100891,0.0141760504988365,0.00254099018375371,0.000133736325460722,0.00572391472971889,0.13514761786336,0.308736277400789,0.170817493871461,0.1554075
0.361888368004688,0.509778786990917,0.19057036820002,0.268348959859361,0.13706172477781,0.10213399746069,0.0831624182049028,0.0469528274245532,0.157278542826448,0.0144911612462155,0.797392323469089,0.0384559038968649,0.0119274343197578,0.0001098740111339,0,0.000158706904971189,0.0267970504932122,0.0126233030569392,0.0188739134681121,0.000952241429827132,0.000463912491454244,0.00137952925090341,0.00144057036820002,0.00784988768434417,0.000427287821076277,0.00966891297978318,0.00795976169547807,0.0445478074030667,0.00821613438812384,0.00205098154116613,0.00870446332649672,0.0679466682754668,0.38489035021568,0.290172242164641,0.367844
0.546546702725192,0.549147077179114,0.176773455377574,0.0806636155606408,0.133503224464323,0.125234033700853,0.14187643020595,0.0892448512585812,0.244019138755981,0.00868525067609736,0.542178073642605,0.430101934678594,0.00166423965050967,0,0,0,0.00306844185562721,0,0,0.000416059912627418,0.000780112336176409,0.00270438943207822,0,0,0,0.00213230705221552,0.00197628458498024,0.00249635947576451,0.000312044934470564,0.00150821718327439,0.0106615352610776,0.201781540211005,0.254595994693284,0.119969675911302,0.40727
0.469511625735363,0.5285740965543,0.206695303016155,0.0832477355495378,0.125128396675693,0.119619012045943,0.12989074610141,0.0730226911943225,0.236763469978523,0.0256326454384163,0.937435801662153,0.0440750770380054,0.000420207302269119,0,0,0,0.00112055280605099,0,0.00466897002521244,0,0,0,0.000373517602016995,0.000280138201512746,0.00177420860958073,0.000466897002521244,0.00224110561210197,0.00406200392193482,0.000326827901764871,0,0.00275469231487534,0.142546053793185,0.338826437525749,0.114648931787417,0.1815831
0.528017113316299,0.504961673302038,0.212549765286113,0.0671459979796779,0.118723631826015,0.114148196565452,0.130429615544596,0.0787331392239586,0.248380771287658,0.0298888822865292,0.934814902846277,0.0134291995959356,0.000415948660051102,0.000297106185750787,0,0,0,0,0.000534791134351417,0.00047536989720126,0.00112900350585299,0.000534791134351417,0.00047536989720126,0,0.00190147958880504,0.00760591835522016,0.00748707588091984,0.00766533959237031,0.0032087468061085,0,0.0200249569196031,0.117944461213402,0.315575007546031,0.216118321762753,0.2902318
0.502747027470275,0.500287002870029,0.187945879458795,0.0861828618286183,0.113817138171382,0.123985239852399,0.137187371873719,0.0710947109471095,0.261336613366134,0.018450184501845,0.954161541615416,0.0174661746617466,0.001230012300123,0,0,0,0.000738007380073801,0,0,0.0010660106601066,0,0,0,0,0,0.0001640016400164,0.0132841328413284,0.00746207462074621,0.0004920049200492,0.0014760147601476,0.002460024600246,0.20609916187014,0.283853377764314,0.0963344441078461,0.2001305
0.597233896232903,0.507679376480477,0.203866432337434,0.0669366546954994,0.101016275693436,0.10942156338351,0.135401543516467,0.0851990524948422,0.269809734851379,0.0283487430274318,0.965156261939329,0.00550164285168488,0,0,0.000993352181554214,0,0.00244517460074883,7.64117062734011e-05,0,0.000229235118820203,0,0,0.000152823412546802,0,0,0.0113089325284634,0.00259799801329564,0.00420264384503706,0.00557805455795828,0,0.00175746924428823,0.0905077262693157,0.328054515788463,0.182743065553316,0.3659161
